contig_1_pilon_pilon	0	100000	29	2	1.851	50.168
contig_1_pilon_pilon	100000	200000	30	15	8.746	49.792
contig_1_pilon_pilon	200000	300000	33	10	0.776	51.802
contig_1_pilon_pilon	300000	400000	26	12	17.076	47.021
contig_1_pilon_pilon	400000	500000	19	9	12.777	47.641
contig_1_pilon_pilon	500000	600000	30	9	0.078	52.413
contig_1_pilon_pilon	600000	700000	28	2	0.122	51.988
contig_1_pilon_pilon	700000	800000	31	5	0.746	51.324
contig_1_pilon_pilon	800000	900000	1	0	69.323	26.897
contig_1_pilon_pilon	900000	1000000	34	3	1.758	51.562
contig_1_pilon_pilon	1000000	1100000	39	5	0.751	51.781
contig_1_pilon_pilon	1100000	1200000	37	2	0.056	52.206
contig_1_pilon_pilon	1200000	1300000	36	1	0.101	52.448
contig_1_pilon_pilon	1300000	1400000	32	2	0.035	52.107
contig_1_pilon_pilon	1400000	1500000	33	2	0.563	48.769
contig_1_pilon_pilon	1500000	1600000	18	1	3.798	48.288
contig_1_pilon_pilon	1600000	1700000	31	2	0.448	50.48
contig_1_pilon_pilon	1700000	1800000	29	2	0.129	51.584
contig_1_pilon_pilon	1800000	1900000	31	2	0.0	51.269
contig_1_pilon_pilon	1900000	2000000	39	8	0.883	51.965
contig_1_pilon_pilon	2000000	2100000	39	10	0.041	52.007
contig_1_pilon_pilon	2100000	2200000	39	4	0.267	55.328
contig_1_pilon_pilon	2200000	2300000	33	6	1.144	53.042
contig_1_pilon_pilon	2300000	2400000	31	7	0.0	53.102
contig_1_pilon_pilon	2400000	2500000	36	11	0.448	51.66
contig_1_pilon_pilon	2500000	2600000	31	2	0.0	51.612
contig_1_pilon_pilon	2600000	2700000	30	2	0.142	51.929
contig_1_pilon_pilon	2700000	2800000	27	1	0.074	52.085
contig_1_pilon_pilon	2800000	2900000	33	2	2.845	51.346
contig_1_pilon_pilon	2900000	3000000	32	3	0.041	51.126
contig_1_pilon_pilon	3000000	3100000	36	1	0.053	51.42
contig_1_pilon_pilon	3100000	3200000	30	0	0.123	51.384
contig_1_pilon_pilon	3200000	3300000	29	1	0.129	51.853
contig_1_pilon_pilon	3300000	3400000	39	7	0.043	53.459
contig_1_pilon_pilon	3400000	3500000	28	2	0.647	51.219
contig_1_pilon_pilon	3500000	3600000	29	3	0.206	51.666
contig_1_pilon_pilon	3600000	3700000	35	1	0.277	51.219
contig_1_pilon_pilon	3700000	3800000	32	1	0.099	51.619
contig_1_pilon_pilon	3800000	3900000	32	3	3.32	50.762
contig_1_pilon_pilon	3900000	4000000	29	1	0.386	51.319
contig_1_pilon_pilon	4000000	4100000	33	3	0.203	51.883
contig_1_pilon_pilon	4100000	4200000	26	0	0.77	52.03
contig_1_pilon_pilon	4200000	4300000	29	3	1.521	50.974
contig_1_pilon_pilon	4300000	4400000	33	4	0.166	51.36
contig_1_pilon_pilon	4400000	4500000	32	0	0.053	52.286
contig_1_pilon_pilon	4500000	4600000	28	0	0.043	51.168
contig_1_pilon_pilon	4600000	4700000	35	8	0.233	52.026
contig_1_pilon_pilon	4700000	4800000	29	13	16.551	47.964
contig_1_pilon_pilon	4800000	4900000	29	8	6.006	49.984
contig_1_pilon_pilon	4900000	5000000	25	10	13.913	47.11
contig_1_pilon_pilon	5000000	5100000	30	11	12.738	49.569
contig_1_pilon_pilon	5100000	5200000	29	12	7.865	50.142
contig_1_pilon_pilon	5200000	5300000	24	10	5.702	51.906
contig_1_pilon_pilon	5300000	5400000	24	3	10.598	48.733
contig_1_pilon_pilon	5400000	5500000	34	6	0.065	52.797
contig_1_pilon_pilon	5500000	5600000	43	18	0.269	52.436
contig_1_pilon_pilon	5600000	5686109	27	1	0.615	44.354
contig_2_pilon_pilon	0	100000	14	5	39.777	38.242
contig_2_pilon_pilon	100000	200000	20	3	19.953	47.614
contig_2_pilon_pilon	200000	300000	35	10	10.727	50.421
contig_2_pilon_pilon	300000	400000	11	1	18.302	32.576
contig_2_pilon_pilon	400000	500000	31	5	0.0	51.737
contig_2_pilon_pilon	500000	600000	33	0	0.0	53.416
contig_2_pilon_pilon	600000	700000	33	2	0.042	52.607
contig_2_pilon_pilon	700000	800000	34	1	0.0	52.126
contig_2_pilon_pilon	800000	900000	30	1	0.0	52.349
contig_2_pilon_pilon	900000	1000000	33	4	0.0	52.215
contig_2_pilon_pilon	1000000	1100000	39	4	0.541	51.881
contig_2_pilon_pilon	1100000	1200000	31	1	0.115	52.548
contig_2_pilon_pilon	1200000	1300000	36	3	0.284	51.682
contig_2_pilon_pilon	1300000	1400000	31	3	0.407	51.104
contig_2_pilon_pilon	1400000	1500000	29	2	0.039	51.856
contig_2_pilon_pilon	1500000	1600000	24	1	18.387	49.098
contig_2_pilon_pilon	1600000	1700000	9	0	15.468	45.995
contig_2_pilon_pilon	1700000	1800000	13	1	9.333	47.636
contig_2_pilon_pilon	1800000	1900000	14	0	5.446	47.878
contig_2_pilon_pilon	1900000	2000000	17	5	0.661	49.391
contig_2_pilon_pilon	2000000	2100000	30	2	0.14	52.693
contig_2_pilon_pilon	2100000	2200000	29	5	0.0	51.517
contig_2_pilon_pilon	2200000	2300000	29	2	0.0	51.674
contig_2_pilon_pilon	2300000	2400000	26	5	0.054	51.733
contig_2_pilon_pilon	2400000	2500000	29	2	0.0	51.466
contig_2_pilon_pilon	2500000	2600000	28	5	0.055	51.275
contig_2_pilon_pilon	2600000	2700000	12	0	14.909	37.696
contig_2_pilon_pilon	2700000	2800000	4	1	12.531	35.106
contig_2_pilon_pilon	2800000	2900000	28	2	1.596	51.07
contig_2_pilon_pilon	2900000	3000000	27	4	0.205	51.538
contig_2_pilon_pilon	3000000	3100000	25	4	0.078	51.671
contig_2_pilon_pilon	3100000	3200000	35	9	5.308	50.927
contig_2_pilon_pilon	3200000	3300000	30	5	0.14	51.577
contig_2_pilon_pilon	3300000	3400000	27	4	0.269	51.225
contig_2_pilon_pilon	3400000	3500000	37	5	0.0	51.755
contig_2_pilon_pilon	3500000	3600000	32	1	0.336	51.433
contig_2_pilon_pilon	3600000	3700000	41	5	0.825	53.826
contig_2_pilon_pilon	3700000	3800000	33	5	0.136	51.488
contig_2_pilon_pilon	3800000	3900000	29	1	0.0	52.048
contig_2_pilon_pilon	3900000	4000000	29	9	0.473	51.469
contig_2_pilon_pilon	4000000	4100000	31	6	0.93	52.681
contig_2_pilon_pilon	4100000	4200000	36	11	0.36	52.758
contig_2_pilon_pilon	4200000	4300000	26	5	16.45	51.453
contig_2_pilon_pilon	4300000	4400000	27	7	0.514	54.765
contig_2_pilon_pilon	4400000	4500000	18	2	0.0	52.064
contig_2_pilon_pilon	4500000	4600000	32	2	0.0	52.518
contig_2_pilon_pilon	4600000	4700000	26	2	2.854	50.803
contig_2_pilon_pilon	4700000	4800000	34	4	0.0	52.296
contig_2_pilon_pilon	4800000	4900000	36	12	1.242	53.807
contig_2_pilon_pilon	4900000	5000000	38	10	1.669	52.604
contig_2_pilon_pilon	5000000	5098061	17	1	29.756	46.201
contig_3_pilon_pilon	0	100000	18	5	10.51	47.455
contig_3_pilon_pilon	100000	200000	40	12	0.772	53.617
contig_3_pilon_pilon	200000	300000	39	10	1.336	53.727
contig_3_pilon_pilon	300000	400000	41	8	0.756	52.473
contig_3_pilon_pilon	400000	500000	35	8	0.72	53.56
contig_3_pilon_pilon	500000	600000	31	8	3.575	52.108
contig_3_pilon_pilon	600000	700000	38	10	0.068	53.094
contig_3_pilon_pilon	700000	800000	29	3	0.358	52.797
contig_3_pilon_pilon	800000	900000	35	4	1.498	51.637
contig_3_pilon_pilon	900000	1000000	3	1	39.824	27.747
contig_3_pilon_pilon	1000000	1100000	31	1	0.109	51.362
contig_3_pilon_pilon	1100000	1200000	29	1	0.113	51.381
contig_3_pilon_pilon	1200000	1300000	28	0	0.072	52.968
contig_3_pilon_pilon	1300000	1400000	28	6	0.535	51.611
contig_3_pilon_pilon	1400000	1500000	20	0	0.114	49.344
contig_3_pilon_pilon	1500000	1600000	29	2	0.0	51.061
contig_3_pilon_pilon	1600000	1700000	37	2	0.0	52.167
contig_3_pilon_pilon	1700000	1800000	34	5	0.284	52.166
contig_3_pilon_pilon	1800000	1900000	39	8	0.781	51.511
contig_3_pilon_pilon	1900000	2000000	27	4	0.0	51.179
contig_3_pilon_pilon	2000000	2100000	29	5	0.398	52.396
contig_3_pilon_pilon	2100000	2200000	28	2	0.636	49.952
contig_3_pilon_pilon	2200000	2300000	22	1	0.051	51.687
contig_3_pilon_pilon	2300000	2400000	31	3	0.0	51.419
contig_3_pilon_pilon	2400000	2500000	35	6	0.636	51.719
contig_3_pilon_pilon	2500000	2600000	35	4	0.686	51.832
contig_3_pilon_pilon	2600000	2700000	31	3	0.574	51.65
contig_3_pilon_pilon	2700000	2800000	25	4	4.417	50.897
contig_3_pilon_pilon	2800000	2900000	33	5	0.259	51.173
contig_3_pilon_pilon	2900000	3000000	33	3	0.139	51.519
contig_3_pilon_pilon	3000000	3100000	31	2	0.145	51.684
contig_3_pilon_pilon	3100000	3200000	35	5	0.042	51.382
contig_3_pilon_pilon	3200000	3300000	30	5	0.04	51.72
contig_3_pilon_pilon	3300000	3400000	28	1	14.088	45.095
contig_3_pilon_pilon	3400000	3500000	28	4	3.587	49.49
contig_3_pilon_pilon	3500000	3600000	35	3	0.302	51.34
contig_3_pilon_pilon	3600000	3700000	34	2	0.0	51.446
contig_3_pilon_pilon	3700000	3800000	32	2	0.098	51.722
contig_3_pilon_pilon	3800000	3900000	33	4	0.106	51.606
contig_3_pilon_pilon	3900000	4000000	37	6	0.267	51.476
contig_3_pilon_pilon	4000000	4100000	37	5	0.336	52.403
contig_3_pilon_pilon	4100000	4200000	34	4	0.278	53.064
contig_3_pilon_pilon	4200000	4300000	38	12	0.956	53.267
contig_3_pilon_pilon	4300000	4400000	31	6	3.504	51.829
contig_3_pilon_pilon	4400000	4500000	20	3	2.039	48.139
contig_3_pilon_pilon	4500000	4600000	2	0	25.876	40.394
contig_3_pilon_pilon	4600000	4700000	6	1	43.518	39.554
contig_3_pilon_pilon	4700000	4800000	8	0	4.344	41.847
contig_3_pilon_pilon	4800000	4900000	10	1	27.431	43.214
contig_3_pilon_pilon	4900000	5000000	2	0	17.601	38.459
contig_3_pilon_pilon	5000000	5100000	1	0	7.84	34.884
contig_3_pilon_pilon	5100000	5200000	2	0	7.941	35.833
contig_3_pilon_pilon	5200000	5300000	18	5	20.699	40.074
contig_3_pilon_pilon	5300000	5400000	9	2	26.144	39.427
contig_3_pilon_pilon	5400000	5500000	22	4	13.216	47.774
contig_3_pilon_pilon	5500000	5600000	25	1	7.274	47.751
contig_3_pilon_pilon	5600000	5700000	20	0	2.583	46.903
contig_3_pilon_pilon	5700000	5800000	10	0	2.866	42.375
contig_3_pilon_pilon	5800000	5900000	14	6	10.764	43.179
contig_3_pilon_pilon	5900000	6000000	19	9	16.024	46.211
contig_3_pilon_pilon	6000000	6100000	34	12	2.319	50.861
contig_3_pilon_pilon	6100000	6200000	37	9	0.056	53.828
contig_3_pilon_pilon	6200000	6300000	30	7	0.848	51.843
contig_3_pilon_pilon	6300000	6400000	38	13	0.142	53.071
contig_3_pilon_pilon	6400000	6500000	27	11	5.628	49.51
contig_3_pilon_pilon	6500000	6600000	34	6	0.0	52.318
contig_3_pilon_pilon	6600000	6700000	36	2	0.845	53.211
contig_3_pilon_pilon	6700000	6800000	31	1	0.0	51.978
contig_3_pilon_pilon	6800000	6900000	28	3	0.514	52.121
contig_3_pilon_pilon	6900000	7000000	24	9	2.681	50.901
contig_3_pilon_pilon	7000000	7100000	27	4	8.997	46.776
contig_3_pilon_pilon	7100000	7200000	33	10	3.863	51.413
contig_3_pilon_pilon	7200000	7300000	29	8	1.93	52.495
contig_3_pilon_pilon	7300000	7337754	8	2	0.212	17.057
contig_4_pilon_pilon	0	100000	13	1	17.879	38.499
contig_4_pilon_pilon	100000	200000	33	8	12.594	52.815
contig_4_pilon_pilon	200000	300000	33	15	1.632	52.617
contig_4_pilon_pilon	300000	400000	39	12	0.246	52.827
contig_4_pilon_pilon	400000	500000	8	0	37.985	31.386
contig_4_pilon_pilon	500000	600000	35	3	0.293	51.199
contig_4_pilon_pilon	600000	700000	35	2	0.317	52.824
contig_4_pilon_pilon	700000	800000	35	2	0.425	52.648
contig_4_pilon_pilon	800000	900000	37	4	0.05	52.085
contig_4_pilon_pilon	900000	1000000	28	7	0.211	52.3
contig_4_pilon_pilon	1000000	1100000	26	2	0.0	52.155
contig_4_pilon_pilon	1100000	1200000	33	1	0.351	52.036
contig_4_pilon_pilon	1200000	1300000	23	2	0.247	51.489
contig_4_pilon_pilon	1300000	1400000	26	1	0.461	51.267
contig_4_pilon_pilon	1400000	1500000	33	2	0.0	51.8
contig_4_pilon_pilon	1500000	1600000	27	4	0.048	51.603
contig_4_pilon_pilon	1600000	1700000	34	0	0.397	51.841
contig_4_pilon_pilon	1700000	1800000	30	3	0.0	51.495
contig_4_pilon_pilon	1800000	1900000	29	0	0.124	51.31
contig_4_pilon_pilon	1900000	2000000	30	0	8.522	48.782
contig_4_pilon_pilon	2000000	2100000	30	1	2.579	51.309
contig_4_pilon_pilon	2100000	2200000	27	2	0.166	52.997
contig_4_pilon_pilon	2200000	2300000	27	6	18.338	47.061
contig_4_pilon_pilon	2300000	2400000	30	7	0.184	53.801
contig_4_pilon_pilon	2400000	2500000	29	6	0.27	51.708
contig_4_pilon_pilon	2500000	2600000	29	5	0.482	51.499
contig_4_pilon_pilon	2600000	2700000	24	0	0.0	51.41
contig_4_pilon_pilon	2700000	2800000	22	1	7.846	48.638
contig_4_pilon_pilon	2800000	2900000	34	3	0.056	51.706
contig_4_pilon_pilon	2900000	3000000	27	2	0.388	51.46
contig_4_pilon_pilon	3000000	3100000	32	2	0.093	52.883
contig_4_pilon_pilon	3100000	3200000	29	3	0.276	52.331
contig_4_pilon_pilon	3200000	3300000	28	5	0.065	52.501
contig_4_pilon_pilon	3300000	3400000	33	7	2.695	53.215
contig_4_pilon_pilon	3400000	3500000	26	1	4.638	49.163
contig_4_pilon_pilon	3500000	3600000	28	4	0.043	52.21
contig_4_pilon_pilon	3600000	3700000	20	3	0.0	51.217
contig_4_pilon_pilon	3700000	3800000	30	1	0.34	51.201
